business_name,category,emirate,city,address,phone,email,website_url,source_url,source_name,last_verified_at,services
"Santa Cruz Elementary School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/1002457639","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Petron","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/1047745781","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Salvacion Barangay Hall","Cafés & Restaurants","Pilar","Pilar","Pilar, Siargao","","","","https://www.openstreetmap.org/way/1059762900","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Datu Elementary School","Essentials & Services","Pilar","Pilar","Pilar, Siargao","","","","https://www.openstreetmap.org/way/1068786563","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Sunflower House Siargao","Accommodation","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/1078365795","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Santa Felomina Elementary School","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/1176114050","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Honrado Community Elementary School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/1176124392","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Kaha Island Stay","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1183849623","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Eco Siargao","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1183897591","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"ATE","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1183897592","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Regional Health Unit","Wellness & Spa","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1183897593","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Pilar Public Market","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1185833381","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Cabawa Elementary School","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/1313649586","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Dumoyog Primary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/1313654154","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Dapa Central Elementary School & Special Education Center","Essentials & Services","Dapa","Dapa","Quezon Street, Dapa, Siargao","","","","https://www.openstreetmap.org/way/1327416203","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Pelaez Barangay Health Station","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1360806953","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"San Miguel Primary School","Essentials & Services","General Luna","General Luna","San Isidro, Siargao","","","","https://www.openstreetmap.org/way/1360807103","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Baybay Elementary School","Essentials & Services","Burgos","Burgos","Santa Rita Street, Burgos, Siargao","","","","https://www.openstreetmap.org/way/1396829450","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Baybay Barangay Health Station","Cafés & Restaurants","General Luna","General Luna","Santa Monica-San Isidro Road, Baybay, Siargao","","","","https://www.openstreetmap.org/way/1396829887","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Pilar Barangay Health Station","Cafés & Restaurants","Pilar","Pilar","Pilar, Siargao","","","","https://www.openstreetmap.org/way/1396839657","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Mabini Elementary School","Essentials & Services","Pilar","Pilar","Osmeña-Pilar Road, Pilar, Siargao","","","","https://www.openstreetmap.org/way/1396839669","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Siargao Island Medical Center","Wellness & Spa","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1396840554","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Malinao Barangay Health Station","Cafés & Restaurants","General Luna","General Luna","Malinao, Siargao","","","","https://www.openstreetmap.org/way/1408165066","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Bahay Pamahalaan ng Barangay Catangnan","Cafés & Restaurants","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/1408203776","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Catangnan Elementary School","Essentials & Services","General Luna","General Luna","Catangnan, General Luna, Siargao","","","","https://www.openstreetmap.org/way/1408203787","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Catangnan Barangay Health Station","Cafés & Restaurants","General Luna","General Luna","Catangnan, Siargao","","","","https://www.openstreetmap.org/way/1408203790","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Dayaohay Primary School","Essentials & Services","Pilar","Pilar","Osmeña-Pilar Road, Dayaohay, Pilar, Siargao","","","","https://www.openstreetmap.org/way/1408204107","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Consolacion Barangay Health Station","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1408204648","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Consolacion Elementary School","Essentials & Services","Pilar","Pilar","Pilar, Siargao","","","","https://www.openstreetmap.org/way/1408204650","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Pilar Municipal Police Station","Essentials & Services","General Luna","General Luna","Osmeña-Pilar Road, Siargao","","","","https://www.openstreetmap.org/way/1408205206","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Manding's kitchen","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1422202736","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"STK seafood & grill","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1436356830","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Tigasao Linaw Lagoo","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1437112718","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Yapak Beach Villas Siargao","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1441952696","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Tsuki","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1441984596","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"LaFinca","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1441984598","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Annatto","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1441984599","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Cerveza","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1441984600","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Manu Brew","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1441984601","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Bloom","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1441984602","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Coco beach","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1441984603","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Swell wash laundry","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1442272620","OpenStreetMap","2026-03-11T21:34:01.254Z",""
"Saporro Swirl","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1442272628","OpenStreetMap","2026-03-11T21:34:01.254Z",""
